,epoch,loss,val_loss,ivw,evw,ivw_ann,ds_de
107,108.0,28.160194,45.16716,28112.635,28116.44,13429.815,0.0
108,109.0,27.782333,42.869656,28777.27,28781.217,13866.379,0.0
109,110.0,29.912045,40.69865,30595.635,30600.059,14520.62,0.0
110,111.0,42.95543,38.67267,38444.977,38451.77,16562.28,0.0
111,112.0,41.510323,36.73268,39040.633,39047.53,17053.111,0.0
112,113.0,25.56245,34.885235,30595.635,30600.059,15254.186,0.0
113,114.0,37.558308,33.179497,39040.633,39047.53,17608.018,0.0
114,115.0,42.549423,31.55545,40704.582,40712.855,17432.156,0.0
115,116.0,40.802826,30.01637,41594.453,41602.76,18166.367,0.0
116,117.0,32.38678,28.551384,39040.633,39047.53,18447.756,0.0
117,118.0,19.832663,27.162588,30595.635,30600.059,16480.523,0.0
118,119.0,24.774435,25.88961,35588.348,35594.117,18164.238,0.0
119,120.0,34.59456,24.67875,44103.367,44111.855,20620.617,0.0
120,121.0,32.081215,23.51204,40704.582,40712.855,19065.662,0.0
121,122.0,19.890127,22.404377,34575.7,34580.78,18963.734,0.0
122,123.0,28.483877,21.378319,39940.582,39948.664,19355.984,0.0
123,124.0,12.122343,20.380342,28013.062,28016.805,17178.586,0.0
124,125.0,22.21012,19.47829,39040.633,39047.53,20671.664,0.0
125,126.0,17.805367,18.6046,35588.348,35594.117,20023.072,0.0
126,127.0,23.885723,17.790096,39940.582,39948.664,20411.514,0.0
127,128.0,15.037571,16.998753,35198.867,35203.984,20952.572,0.0
128,129.0,9.605762,16.253891,28013.062,28016.805,18327.002,0.0
129,130.0,11.273055,15.556595,30595.635,30600.059,19389.793,0.0
130,131.0,17.051447,14.900312,39040.633,39047.53,22299.932,0.0
131,132.0,8.691482,14.256498,28379.336,28383.145,19148.008,0.0
132,133.0,9.894581,13.666066,30595.635,30600.059,20100.318,0.0
133,134.0,11.529943,13.108128,34309.0,34314.08,21936.42,0.0
134,135.0,9.1041975,12.57125,30595.635,30600.059,20562.322,0.0
135,136.0,16.773241,12.077653,40605.008,40613.22,23024.885,0.0
136,137.0,11.294894,11.595974,36522.797,36528.2,23735.934,0.0
137,138.0,16.200558,11.1513815,44767.793,44776.41,26120.184,0.0
138,139.0,12.096804,10.716047,38444.977,38451.77,24088.611,0.0
139,140.0,10.355877,10.308496,36619.047,36625.016,24025.691,0.0
140,141.0,4.8849773,9.912001,24871.617,24874.504,19865.39,0.0
141,142.0,13.51358,9.563908,41594.453,41602.76,25141.617,0.0
142,143.0,8.994552,9.214532,36522.797,36528.2,25229.49,0.0
143,144.0,4.4243226,8.875695,24871.617,24874.504,20451.445,0.0
144,145.0,9.849781,8.576207,39040.633,39047.53,25872.305,0.0
145,146.0,5.0676556,8.274616,28379.336,28383.145,22150.793,0.0
146,147.0,9.046436,8.003485,38444.977,38451.77,26003.57,0.0
147,148.0,2.6291924,7.7266803,21255.531,21257.594,20193.545,0.0
148,149.0,7.183799,7.486071,35588.348,35594.117,25618.555,0.0
149,150.0,5.3361683,7.244436,30595.635,30600.059,23780.822,0.0
150,151.0,6.2042346,7.0232663,35198.867,35203.984,26557.555,0.0
151,152.0,7.8146906,6.8104653,39040.633,39047.53,27466.04,0.0
152,153.0,2.3869927,6.5987663,21255.531,21257.594,21033.996,0.0
153,154.0,4.1243553,6.411213,28777.27,28781.217,23838.549,0.0
154,155.0,9.146096,6.2373176,45134.066,45142.75,30580.584,0.0
155,156.0,4.4724393,6.0567536,30595.635,30600.059,24906.121,0.0
156,157.0,6.7530913,5.894992,39040.633,39047.53,28504.986,0.0
157,158.0,5.637028,5.7376795,36522.797,36528.2,28524.79,0.0
158,159.0,3.5287066,5.5847774,28379.336,28383.145,24518.336,0.0
159,160.0,4.774917,5.4466114,34209.42,34214.44,27624.639,0.0
160,161.0,5.9727945,5.3143644,38444.977,38451.77,28912.76,0.0
161,162.0,5.828718,5.187989,38444.977,38451.77,29091.594,0.0
162,163.0,5.6892834,5.06756,38444.977,38451.77,29270.434,0.0
163,164.0,6.9941387,4.9539213,40704.582,40712.855,29064.568,0.0
164,165.0,2.0803976,4.835047,21255.531,21257.594,22802.604,0.0
165,166.0,2.968736,4.7359138,28013.062,28016.805,25408.867,0.0
166,167.0,2.8147688,4.6381764,27348.637,27352.248,25166.756,0.0
167,168.0,3.4412026,4.5478,30595.635,30600.059,26838.145,0.0
168,169.0,3.9736853,4.459048,35198.867,35203.984,29892.924,0.0
169,170.0,2.8525174,4.372828,28112.635,28116.44,25948.568,0.0
170,171.0,4.8707595,4.2961154,39040.633,39047.53,30968.83,0.0
171,172.0,2.555168,4.2149596,24871.617,24874.504,24830.932,0.0
172,173.0,5.756286,4.1492834,41594.453,41602.76,31261.156,0.0
173,174.0,3.5289512,4.077549,33545.0,33549.887,29429.553,0.0
174,175.0,2.487895,4.008711,24871.617,24874.504,25171.006,0.0
175,176.0,3.0425305,3.9496574,30595.635,30600.059,27878.742,0.0
176,177.0,3.7389395,3.8911314,35588.348,35594.117,30412.344,0.0
177,178.0,5.2767205,3.8365877,41594.453,41602.76,31937.871,0.0
178,179.0,4.2545376,3.7817087,39040.633,39047.53,32066.357,0.0
179,180.0,3.3481517,3.7291346,35198.867,35203.984,31387.697,0.0
180,181.0,3.6463253,3.6816435,36522.797,36528.2,32113.576,0.0
181,182.0,3.601248,3.6350107,36522.797,36528.2,32226.273,0.0
182,183.0,2.8073003,3.589433,30595.635,30600.059,28636.14,0.0
183,184.0,2.8433082,3.546378,30595.635,30600.059,28732.688,0.0
184,185.0,3.9231725,3.5084107,39040.633,39047.53,32760.795,0.0
185,186.0,3.8769464,3.4700994,39040.633,39047.53,32864.344,0.0
186,187.0,2.3149948,3.4299967,24871.617,24874.504,26300.47,0.0
187,188.0,2.6833055,3.3973103,30595.635,30600.059,29094.566,0.0
188,189.0,2.728621,3.3627627,30595.635,30600.059,29186.055,0.0
189,190.0,3.3253186,3.33369,36619.047,36625.016,32415.633,0.0
190,191.0,1.9566615,3.2993958,21255.531,21257.594,25341.385,0.0
191,192.0,2.946213,3.2738426,34209.42,34214.44,31746.34,0.0
192,193.0,3.5387118,3.247053,38444.977,38451.77,33094.15,0.0
193,194.0,2.640242,3.21878,30595.635,30600.059,29566.486,0.0
194,195.0,1.9582047,3.1913335,21255.531,21257.594,25598.195,0.0
195,196.0,3.5111392,3.1715767,39040.633,39047.53,33756.19,0.0
196,197.0,2.242284,3.1452332,24871.617,24874.504,26995.662,0.0
197,198.0,4.1634064,3.1274304,45757.234,45765.953,37553.83,0.0
198,199.0,2.5701227,3.1032302,30595.635,30600.059,29907.982,0.0
199,200.0,3.1220143,3.085462,37016.98,37023.086,33405.707,0.0
200,201.0,2.175203,3.0643122,28013.062,28016.805,28731.766,0.0
201,202.0,2.2195501,3.045105,24871.617,24874.504,27270.58,0.0
202,203.0,3.3363538,3.0304651,39040.633,39047.53,34245.105,0.0
203,204.0,2.2121248,3.0108418,24871.617,24874.504,27371.139,0.0
204,205.0,3.2953615,2.99777,39040.633,39047.53,34363.453,0.0
205,206.0,3.0116568,2.9820867,37016.98,37023.086,33771.445,0.0
206,207.0,2.2027879,2.9642572,24871.617,24874.504,27511.219,0.0
207,208.0,2.9345877,2.952969,36522.797,36528.2,34320.137,0.0
208,209.0,1.9705786,2.9361625,21255.531,21257.594,26283.41,0.0
209,210.0,2.6073935,2.9255302,33545.0,33549.887,32456.232,0.0
210,211.0,2.8410902,2.913977,36252.77,36258.67,33591.656,0.0
211,212.0,2.1085021,2.9004781,28013.062,28016.805,29249.021,0.0
212,213.0,3.100857,2.8910232,38444.977,38451.77,34338.805,0.0
213,214.0,2.3561516,2.8787687,30595.635,30600.059,30645.21,0.0
214,215.0,2.8912292,2.8695536,37016.98,37023.086,34201.816,0.0
215,216.0,2.0468647,2.8572974,27348.637,27352.248,28957.086,0.0
216,217.0,2.8314424,2.849698,36522.797,36528.2,34728.35,0.0
217,218.0,3.0377471,2.8404412,38444.977,38451.77,34543.324,0.0
218,219.0,1.9809604,2.828454,21255.531,21257.594,26616.998,0.0
219,220.0,2.7941298,2.8225737,36619.047,36625.016,34176.297,0.0
220,221.0,2.518899,2.8135576,33545.0,33549.887,32886.36,0.0
221,222.0,2.172812,2.8041043,24871.617,24874.504,28028.13,0.0
222,223.0,2.390728,2.797198,30595.635,30600.059,30947.18,0.0
223,224.0,2.302878,2.7908075,30595.635,30600.059,30970.174,0.0
224,225.0,2.0745327,2.7832828,29002.504,29006.346,30552.566,0.0
225,226.0,2.9583755,2.7777514,38444.977,38451.77,34813.25,0.0
226,227.0,2.1670084,2.7690358,24871.617,24874.504,28151.148,0.0
227,228.0,2.9433026,2.7654326,38444.977,38451.77,34863.816,0.0
228,229.0,1.9891232,2.7565148,21255.531,21257.594,26855.27,0.0
229,230.0,2.675019,2.7532036,36252.77,36258.67,34251.316,0.0
230,231.0,2.1633165,2.7451277,24871.617,24874.504,28240.57,0.0
231,232.0,2.973248,2.7423687,39040.633,39047.53,35416.71,0.0
232,233.0,2.356038,2.736043,30595.635,30600.059,31184.055,0.0
233,234.0,2.4541833,2.732072,33545.0,33549.887,33222.258,0.0
234,235.0,3.4185362,2.7285204,39940.582,39948.664,34130.582,0.0
235,236.0,1.9946393,2.7201643,21255.531,21257.594,26986.035,0.0
236,237.0,2.345512,2.7168908,30595.635,30600.059,31267.205,0.0
237,238.0,2.5157578,2.7139544,34309.0,34314.08,33750.887,0.0
238,239.0,2.5118437,2.7095168,34309.0,34314.08,33772.277,0.0
239,240.0,2.3387322,2.7045324,30595.635,30600.059,31315.303,0.0
240,241.0,1.9978642,2.699377,21255.531,21257.594,27060.764,0.0
241,242.0,1.9977531,2.6958961,21255.531,21257.594,27070.553,0.0
242,243.0,1.9910096,2.6932573,27348.637,27352.248,29564.896,0.0
243,244.0,2.1550775,2.6896296,24871.617,24874.504,28445.008,0.0
244,245.0,3.391232,2.6891255,45757.234,45765.953,39504.395,0.0
245,246.0,2.2376988,2.6840339,30595.635,30600.059,31408.459,0.0
246,247.0,2.154174,2.6799626,24871.617,24874.504,28484.732,0.0
247,248.0,2.1534157,2.6772225,24871.617,24874.504,28493.195,0.0
248,249.0,2.8884046,2.6762838,39040.633,39047.53,35729.598,0.0
249,250.0,2.320651,2.6719637,30595.635,30600.059,31458.383,0.0
250,251.0,2.1523402,2.6687903,24871.617,24874.504,28529.13,0.0
251,252.0,2.403168,2.6678333,33545.0,33549.887,33516.93,0.0
252,253.0,2.815859,2.6660376,38444.977,38451.77,35332.133,0.0
253,254.0,3.3462343,2.6645813,45757.234,45765.953,39638.504,0.0
254,255.0,3.3681326,2.6625152,44867.367,44876.047,38740.71,0.0
255,256.0,2.396196,2.6590364,33545.0,33549.887,33552.234,0.0
256,257.0,3.3431818,2.6576893,41594.453,41602.76,35822.258,0.0
257,258.0,3.329246,2.6556945,40605.008,40613.22,34924.934,0.0
258,259.0,2.859143,2.653142,39040.633,39047.53,35845.58,0.0
259,260.0,2.0136015,2.6497874,28013.062,28016.805,30195.059,0.0
260,261.0,2.3074484,2.6478925,30595.635,30600.059,31564.045,0.0
261,262.0,2.047193,2.6464243,28112.635,28116.44,30207.291,0.0
262,263.0,2.5271482,2.645608,35588.348,35594.117,34300.64,0.0
263,264.0,2.2132144,2.643815,30595.635,30600.059,31579.084,0.0
264,265.0,2.1490393,2.640801,24871.617,24874.504,28639.584,0.0
265,266.0,2.6220038,2.6411066,36522.797,36528.2,35685.613,0.0
266,267.0,2.6202855,2.6395423,36522.797,36528.2,35695.234,0.0
267,268.0,2.0913336,2.6372814,28777.27,28781.217,30698.42,0.0
268,269.0,2.5544496,2.6367552,36252.77,36258.67,34795.496,0.0
269,270.0,1.9718451,2.6339228,27348.637,27352.248,29809.639,0.0
270,271.0,2.2994766,2.6332269,30595.635,30600.059,31625.326,0.0
271,272.0,2.773622,2.6333783,38444.977,38451.77,35489.41,0.0
272,273.0,2.147878,2.62983,24871.617,24874.504,28686.426,0.0
273,274.0,2.771243,2.6312435,38444.977,38451.77,35498.55,0.0
274,275.0,3.2835875,2.630569,45757.234,45765.953,39828.89,0.0
275,276.0,2.2036946,2.6279182,30595.635,30600.059,31652.59,0.0
276,277.0,2.6075346,2.6275666,36522.797,36528.2,35750.62,0.0
277,278.0,3.3134336,2.6272612,40704.582,40712.855,35061.73,0.0
278,279.0,2.4390154,2.625203,34309.0,34314.08,34167.605,0.0
279,280.0,2.7622175,2.6245654,38444.977,38451.77,35533.902,0.0
280,281.0,2.6039686,2.6233346,36522.797,36528.2,35775.234,0.0
281,282.0,2.199789,2.6217868,30595.635,30600.059,31680.219,0.0
282,283.0,2.573226,2.6215825,36352.348,36358.31,34870.51,0.0
283,284.0,2.1990302,2.62018,30595.635,30600.059,31688.354,0.0
284,285.0,2.5996904,2.6197684,36522.797,36528.2,35795.96,0.0
285,286.0,2.5979402,2.6182268,36522.797,36528.2,35798.742,0.0
286,287.0,2.7536643,2.6177728,38444.977,38451.77,35567.52,0.0
287,288.0,2.011136,2.6155806,29002.504,29006.346,31251.746,0.0
288,289.0,2.430623,2.6157558,34309.0,34314.08,34216.16,0.0
289,290.0,3.2999966,2.6162815,40971.28,40979.56,35347.227,0.0
290,291.0,3.2098854,2.6154637,44103.367,44111.855,38548.207,0.0
291,292.0,2.1458898,2.6121411,24871.617,24874.504,28760.152,0.0
292,293.0,2.04095,2.6125665,28379.336,28383.145,30583.594,0.0
293,294.0,2.8066456,2.6130612,39040.633,39047.53,36051.02,0.0
294,295.0,3.281036,2.6124988,45134.066,45142.75,39246.08,0.0
295,296.0,2.8035972,2.6107416,39040.633,39047.53,36064.027,0.0
296,297.0,3.3184729,2.6114423,45532.0,45540.824,39477.64,0.0
297,298.0,3.257909,2.6103764,41594.453,41602.76,36064.61,0.0
298,299.0,3.2453246,2.6101756,45757.234,45765.953,39946.04,0.0
299,300.0,2.1453612,2.6069133,24871.617,24874.504,28783.443,0.0
300,301.0,2.7420928,2.6090422,38444.977,38451.77,35614.094,0.0
301,302.0,2.0126991,2.6059048,21255.531,21257.594,27418.08,0.0
302,303.0,2.5580258,2.6079545,36352.348,36358.31,34937.438,0.0
303,304.0,2.0078871,2.6065707,29002.504,29006.346,31291.229,0.0
304,305.0,2.8000193,2.6073394,39040.633,39047.53,36079.406,0.0
305,306.0,2.1904974,2.6062272,30595.635,30600.059,31752.014,0.0
306,307.0,3.242377,2.6072662,40605.008,40613.22,35165.54,0.0
307,308.0,3.2321718,2.6070824,44767.793,44776.41,39047.836,0.0
308,309.0,2.0127423,2.6036754,21255.531,21257.594,27423.31,0.0
309,310.0,2.523984,2.6054764,36252.77,36258.67,34953.168,0.0
310,311.0,2.144528,2.60357,24871.617,24874.504,28792.514,0.0
311,312.0,2.7969937,2.605207,39040.633,39047.53,36091.06,0.0
312,313.0,3.261852,2.6059167,44867.367,44876.047,39052.273,0.0
313,314.0,3.239585,2.6055565,40605.008,40613.22,35170.29,0.0
314,315.0,2.1878397,2.6034875,30595.635,30600.059,31764.945,0.0
315,316.0,2.7361326,2.6044035,38444.977,38451.77,35635.895,0.0
316,317.0,3.2275631,2.604591,44767.793,44776.41,39062.02,0.0
317,318.0,2.0367453,2.6023417,28379.336,28383.145,30628.57,0.0
318,319.0,1.9958038,2.6022773,28013.062,28016.805,30397.188,0.0
319,320.0,2.1874921,2.6024733,30595.635,30600.059,31766.545,0.0
320,321.0,3.2642074,2.6037219,45134.066,45142.75,39295.363,0.0
321,322.0,2.581479,2.602621,36522.797,36528.2,35878.383,0.0
322,323.0,1.997872,2.6008384,28013.062,28016.805,30406.791,0.0
323,324.0,2.186392,2.6012862,30595.635,30600.059,31775.545,0.0
324,325.0,2.4634314,2.6016567,34973.633,34978.855,34742.414,0.0
325,326.0,2.2818685,2.6007547,30595.635,30600.059,31773.49,0.0
326,327.0,2.1441498,2.5998323,24871.617,24874.504,28808.482,0.0
327,328.0,2.2818022,2.6003656,30595.635,30600.059,31778.201,0.0
328,329.0,2.0139322,2.5992591,21255.531,21257.594,27443.15,0.0
329,330.0,2.1441205,2.5994837,24871.617,24874.504,28811.521,0.0
330,331.0,2.144106,2.5996296,24871.617,24874.504,28808.027,0.0
331,332.0,2.1865737,2.6005328,30595.635,30600.059,31778.084,0.0
332,333.0,2.7915735,2.6010396,39040.633,39047.53,36112.883,0.0
333,334.0,2.1865242,2.600194,30595.635,30600.059,31780.434,0.0
334,335.0,3.2230375,2.6018875,44767.793,44776.41,39073.797,0.0
335,336.0,2.2814534,2.5993636,30595.635,30600.059,31780.934,0.0
336,337.0,2.5793328,2.6004908,36522.797,36528.2,35889.816,0.0
337,338.0,2.7906446,2.600302,39040.633,39047.53,36115.46,0.0
338,339.0,2.1851726,2.5993266,30595.635,30600.059,31784.393,0.0
339,340.0,2.4229467,2.5997133,34575.7,34580.78,34525.168,0.0
340,341.0,2.2803495,2.5975459,30595.635,30600.059,31791.205,0.0
341,342.0,2.3905826,2.5981562,35198.867,35203.984,35221.355,0.0
342,343.0,3.2962744,2.5996614,45532.0,45540.824,39545.56,0.0
343,344.0,2.7882874,2.5984735,39040.633,39047.53,36126.97,0.0
344,345.0,2.577069,2.5984044,36522.797,36528.2,35902.33,0.0
345,346.0,2.38076,2.597861,34209.42,34214.44,34307.383,0.0
346,347.0,3.2240858,2.5989063,45757.234,45765.953,40011.23,0.0
347,348.0,2.0141172,2.5959806,21255.531,21257.594,27454.8,0.0
348,349.0,2.0039055,2.596734,29002.504,29006.346,31341.723,0.0
349,350.0,2.1843162,2.5963511,30595.635,30600.059,31799.125,0.0
350,351.0,2.5761635,2.597168,36522.797,36528.2,35909.59,0.0
351,352.0,3.227458,2.5976405,40605.008,40613.22,35215.21,0.0
352,353.0,2.1437528,2.5952418,24871.617,24874.504,28827.14,0.0
353,354.0,3.2533693,2.597988,45134.066,45142.75,39329.4,0.0
354,355.0,2.1438522,2.5951328,24871.617,24874.504,28828.889,0.0
355,356.0,2.389227,2.596405,35198.867,35203.984,35231.297,0.0
356,357.0,2.014492,2.5949013,21255.531,21257.594,27459.32,0.0
357,358.0,1.9595528,2.5955381,27348.637,27352.248,29975.727,0.0
358,359.0,3.2925687,2.5980713,45532.0,45540.824,39554.625,0.0
359,360.0,2.5749936,2.5956573,36522.797,36528.2,35919.625,0.0
360,361.0,2.5140285,2.5958095,36252.77,36258.67,34998.45,0.0
361,362.0,2.1435187,2.5938833,24871.617,24874.504,28833.139,0.0
362,363.0,3.1756017,2.5965376,44103.367,44111.855,38653.508,0.0
363,364.0,3.263709,2.5965986,40971.28,40979.56,35448.785,0.0
364,365.0,2.2784677,2.5946445,30595.635,30600.059,31802.322,0.0
365,366.0,1.9934671,2.5945954,28013.062,28016.805,30435.58,0.0
366,367.0,3.2449024,2.596938,44867.367,44876.047,39104.598,0.0
367,368.0,2.1829913,2.5949209,30595.635,30600.059,31807.74,0.0
368,369.0,2.1434639,2.593309,24871.617,24874.504,28835.586,0.0
369,370.0,2.7234237,2.595088,38444.977,38451.77,35690.047,0.0
370,371.0,3.250186,2.5963075,45134.066,45142.75,39335.32,0.0
371,372.0,1.9956136,2.5938761,28013.062,28016.805,30438.826,0.0
372,373.0,3.2096841,2.5962722,44767.793,44776.41,39109.434,0.0
373,374.0,2.5741737,2.5953135,36522.797,36528.2,35918.836,0.0
374,375.0,2.2783918,2.5942764,30595.635,30600.059,31803.191,0.0
375,376.0,2.0154672,2.592999,21255.531,21257.594,27469.395,0.0
376,377.0,2.1435556,2.593562,24871.617,24874.504,28834.484,0.0
377,378.0,2.7246513,2.5956933,38444.977,38451.77,35681.676,0.0
378,379.0,2.2776687,2.5930872,30595.635,30600.059,31810.174,0.0
379,380.0,2.474925,2.593934,35588.348,35594.117,34556.992,0.0
380,381.0,2.015066,2.5921881,21255.531,21257.594,27471.742,0.0
381,382.0,2.5735283,2.594671,36522.797,36528.2,35921.043,0.0
382,383.0,2.5737398,2.5944707,36522.797,36528.2,35925.906,0.0
383,384.0,2.377509,2.5940638,34209.42,34214.44,34327.797,0.0
384,385.0,2.7238684,2.5948627,38444.977,38451.77,35689.15,0.0
